Customer Status,Tenure in Months,Contract,Monthly Charge,Avg Monthly GB Download,Avg Monthly Long Distance Charges,Internet Type
Stayed,28,Month-to-Month,60.9,24,28.86,Cable
Stayed,72,Two Year,85.15,52,32.36,DSL
Joined,3,Month-to-Month,50.25,21,28.19,Cable
Stayed,10,Month-to-Month,62.25,17,7.65,DSL
Stayed,32,Month-to-Month,75.5,47,19.3,Fiber Optic
Stayed,47,Month-to-Month,87.2,13,1.09,Fiber Optic
Stayed,39,One Year,35.55,14,0.0,DSL
Stayed,72,Two Year,87.1,26,12.02,Cable
Stayed,37,Month-to-Month,90.35,22,6.99,Fiber Optic
Stayed,7,Month-to-Month,58.85,47,0.0,Cable
Stayed,72,Two Year,20.3,0,27.16,None
Stayed,29,Month-to-Month,60.2,73,1.41,DSL
Stayed,8,Month-to-Month,90.25,4,9.88,Fiber Optic
Stayed,57,Month-to-Month,65.2,15,1.54,DSL
Stayed,25,One Year,61.05,9,0.0,DSL
Stayed,71,Two Year,53.95,20,0.0,DSL
Joined,1,Month-to-Month,19.2,0,17.89,None
Joined,3,Month-to-Month,80.0,22,19.18,Fiber Optic
Stayed,44,One Year,65.4,2,34.98,Cable
Stayed,72,Two Year,20.05,0,47.24,None
Stayed,45,Two Year,73.85,26,25.69,DSL
Joined,1,Month-to-Month,20.75,0,36.28,None
Stayed,33,Month-to-Month,95.0,22,10.34,Fiber Optic
Stayed,65,Two Year,104.3,59,13.17,Fiber Optic
Stayed,52,Two Year,25.6,0,23.12,None
Stayed,61,One Year,118.6,42,38.78,Fiber Optic
Stayed,72,Two Year,82.3,30,29.29,DSL
Stayed,6,Month-to-Month,89.25,10,35.88,Fiber Optic
Stayed,36,Month-to-Month,94.7,18,21.3,Fiber Optic
Stayed,65,One Year,93.55,16,2.72,Fiber Optic
Stayed,55,Month-to-Month,85.1,19,20.1,Fiber Optic
Churned,3,Month-to-Month,45.0,6,30.14,DSL
Churned,2,Month-to-Month,24.45,6,0.0,DSL
Churned,6,Month-to-Month,84.35,17,28.71,Fiber Optic
Churned,2,Month-to-Month,79.75,23,39.63,Fiber Optic
Stayed,24,One Year,70.0,13,31.73,Fiber Optic
Stayed,6,Two Year,19.5,0,2.03,None
Stayed,60,Two Year,116.05,11,4.06,Fiber Optic
Churned,34,Month-to-Month,78.3,12,13.45,Fiber Optic
Churned,18,Month-to-Month,85.2,71,24.4,Fiber Optic
Churned,1,Month-to-Month,71.35,13,40.4,Cable
Churned,61,Month-to-Month,99.15,7,49.33,Fiber Optic
Churned,22,Month-to-Month,59.0,17,49.43,Cable
Churned,6,Month-to-Month,84.4,9,21.97,Fiber Optic
Churned,33,Two Year,24.5,0,35.31,None
Churned,1,Month-to-Month,94.4,6,18.34,Fiber Optic
Churned,1,Month-to-Month,45.1,58,11.06,DSL
Joined,1,Month-to-Month,20.2,0,41.1,None
Stayed,32,One Year,20.55,0,35.97,None
Stayed,68,One Year,55.9,14,44.79,Cable
Stayed,24,One Year,78.4,12,31.62,DSL
Stayed,26,One Year,19.8,0,45.7,None
Stayed,24,Month-to-Month,89.25,8,10.23,Fiber Optic
Stayed,29,One Year,75.35,27,3.69,Cable
Stayed,67,Two Year,50.95,6,0.0,DSL
Stayed,54,One Year,70.7,28,48.45,DSL
Stayed,68,Two Year,114.9,21,23.14,Fiber Optic
Joined,2,Month-to-Month,20.4,0,49.53,None
Stayed,68,Two Year,91.7,5,15.65,DSL
Stayed,58,One Year,94.3,26,21.38,Fiber Optic
Stayed,45,Month-to-Month,81.3,11,10.21,DSL
Joined,2,Month-to-Month,54.45,19,19.87,DSL
Stayed,36,Two Year,92.9,59,40.54,Cable
Stayed,21,Month-to-Month,103.85,3,15.89,Fiber Optic
Stayed,61,One Year,20.4,0,31.49,None
Stayed,6,Month-to-Month,20.95,0,43.19,None
Stayed,29,Two Year,19.55,0,49.96,None
Stayed,65,One Year,89.85,7,38.33,Fiber Optic
Stayed,37,Two Year,61.45,27,49.99,Cable
Stayed,15,Month-to-Month,94.0,16,15.28,Fiber Optic
Stayed,26,One Year,87.15,41,45.09,Fiber Optic
Stayed,39,One Year,40.3,19,0.0,DSL
Stayed,55,One Year,90.15,53,47.46,DSL
Stayed,72,Two Year,81.0,59,2.73,DSL
Stayed,60,Month-to-Month,49.75,51,0.0,Cable
Stayed,27,Month-to-Month,50.35,9,18.51,DSL
Stayed,72,Two Year,69.85,18,28.37,DSL
Churned,60,One Year,106.0,17,34.39,Fiber Optic
Stayed,52,One Year,104.45,11,39.0,Fiber Optic
Stayed,61,Two Year,25.0,0,19.14,None
Stayed,72,Two Year,64.95,7,0.0,DSL
Stayed,14,Month-to-Month,95.6,10,37.62,Fiber Optic
Stayed,40,One Year,55.8,18,28.56,DSL
Churned,31,Month-to-Month,55.25,6,1.53,DSL
Churned,19,Month-to-Month,95.15,17,32.87,Fiber Optic
Churned,1,Month-to-Month,93.85,12,16.15,Fiber Optic
Churned,9,Month-to-Month,18.95,0,49.74,None
Churned,53,One Year,20.8,0,37.85,None
Churned,1,Month-to-Month,20.55,0,37.92,None
Churned,10,Month-to-Month,102.1,22,32.07,Fiber Optic
Churned,12,Month-to-Month,73.75,59,14.96,Fiber Optic
Stayed,35,Month-to-Month,89.85,51,24.83,Fiber Optic
Stayed,41,Month-to-Month,74.25,6,1.08,Fiber Optic
Stayed,13,Month-to-Month,49.15,27,0.0,DSL
Stayed,70,Two Year,64.95,41,1.63,DSL
Stayed,13,Month-to-Month,80.0,15,33.69,Fiber Optic
Stayed,10,Month-to-Month,70.15,85,4.29,Fiber Optic
Stayed,35,Two Year,23.3,0,6.52,None
Stayed,17,Month-to-Month,21.1,0,34.02,None
Stayed,56,One Year,24.45,0,32.93,None
Stayed,30,Two Year,19.4,0,9.27,None
Stayed,33,Month-to-Month,88.6,73,11.01,Fiber Optic
Stayed,64,Two Year,115.1,4,44.31,Fiber Optic
Stayed,72,Two Year,24.85,0,13.27,None
Stayed,64,Two Year,19.45,0,14.78,None
Stayed,8,Month-to-Month,21.05,0,43.05,None
Stayed,13,Month-to-Month,73.75,5,30.06,Fiber Optic
Stayed,69,Two Year,20.2,0,23.55,None
Stayed,50,Two Year,20.55,0,46.91,None
Stayed,10,Month-to-Month,24.5,0,17.01,None
Stayed,19,One Year,87.7,2,43.11,Fiber Optic
Stayed,38,One Year,84.1,13,25.11,DSL
Stayed,66,Two Year,74.6,11,45.57,DSL
Stayed,72,Two Year,116.95,3,17.87,Fiber Optic
Stayed,72,Two Year,79.5,14,32.59,DSL
Stayed,35,One Year,40.9,30,0.0,DSL
Stayed,18,Two Year,24.65,0,43.69,None
Stayed,72,Two Year,105.25,14,36.05,Fiber Optic
Stayed,72,Two Year,84.7,22,8.48,Fiber Optic
Stayed,30,One Year,79.3,18,6.74,DSL
Churned,68,Month-to-Month,105.3,29,47.17,Fiber Optic
Stayed,65,Two Year,110.35,27,44.23,Fiber Optic
Stayed,6,Two Year,74.1,20,12.67,Fiber Optic
Stayed,8,Two Year,74.05,13,2.18,Fiber Optic
Stayed,43,Two Year,33.45,18,0.0,DSL
Churned,35,Month-to-Month,70.3,4,10.43,Fiber Optic
Churned,1,Month-to-Month,77.15,19,27.7,Fiber Optic
Churned,35,Month-to-Month,75.35,21,25.04,Fiber Optic
Churned,25,One Year,25.3,0,5.57,None
Churned,56,Two Year,25.15,0,13.2,None
Churned,30,Month-to-Month,51.2,12,0.0,DSL
Churned,13,Month-to-Month,35.1,53,0.0,Cable
Stayed,49,Month-to-Month,59.6,30,5.29,Cable
Stayed,63,One Year,99.65,16,1.43,Fiber Optic
Stayed,27,Month-to-Month,56.7,9,25.21,DSL
Stayed,39,Two Year,53.85,16,5.4,DSL
Stayed,48,Month-to-Month,105.25,53,30.41,Fiber Optic
Stayed,5,Month-to-Month,19.45,0,8.04,None
Stayed,36,One Year,19.25,0,49.85,None
Stayed,66,Two Year,58.2,59,24.27,Cable
Stayed,72,Two Year,19.4,0,12.87,None
Stayed,27,Two Year,20.25,0,35.77,None
Stayed,25,Month-to-Month,85.9,59,11.79,Fiber Optic
Stayed,72,Two Year,113.65,47,24.85,Fiber Optic
Stayed,61,One Year,101.15,23,36.13,Fiber Optic
Joined,1,Month-to-Month,19.65,0,27.88,None
Stayed,26,One Year,20.65,0,31.53,None
Stayed,41,Two Year,20.65,0,8.44,None
Stayed,49,Month-to-Month,98.7,27,45.46,Fiber Optic
Stayed,6,Month-to-Month,50.95,23,0.0,Cable
Stayed,45,Two Year,53.3,4,43.27,DSL
Stayed,28,One Year,100.2,13,12.36,Fiber Optic
Stayed,16,Month-to-Month,19.6,0,46.86,None
Stayed,24,One Year,24.6,0,47.33,None
Stayed,18,Month-to-Month,57.65,30,17.51,DSL
Stayed,56,Two Year,24.8,0,22.47,None
Stayed,26,One Year,75.0,76,49.61,DSL
Stayed,22,Month-to-Month,84.75,19,33.73,Fiber Optic
Stayed,40,Month-to-Month,64.1,10,20.13,DSL
Stayed,19,Month-to-Month,34.95,52,0.0,Cable
Stayed,54,Two Year,20.35,0,41.93,None
Stayed,60,Two Year,61.35,16,22.22,DSL
Joined,2,Month-to-Month,20.75,0,27.67,None
Stayed,72,Two Year,68.4,26,15.96,DSL
Stayed,35,Month-to-Month,61.0,30,25.32,DSL
Stayed,19,Two Year,24.9,0,31.58,None
Stayed,27,Two Year,19.7,0,32.28,None
Churned,16,Month-to-Month,96.4,14,32.11,Fiber Optic
Churned,46,One Year,59.9,15,0.0,DSL
Stayed,66,One Year,63.85,5,36.48,DSL
Churned,1,Month-to-Month,35.45,22,0.0,DSL
Churned,5,Month-to-Month,85.4,16,42.29,Fiber Optic
Churned,69,Month-to-Month,99.45,26,48.8,Fiber Optic
Churned,1,Month-to-Month,85.0,30,30.52,Fiber Optic
Churned,59,One Year,85.55,52,6.91,Fiber Optic
Churned,1,Month-to-Month,84.8,51,37.83,Fiber Optic
Churned,1,Month-to-Month,90.85,6,1.13,Fiber Optic
Churned,1,Month-to-Month,19.25,0,12.81,None
Churned,8,Month-to-Month,86.55,2,24.76,Fiber Optic
Churned,35,One Year,102.35,48,39.84,Fiber Optic
Stayed,44,One Year,25.7,0,15.33,None
Stayed,72,Two Year,111.9,27,47.83,Fiber Optic
Stayed,65,Two Year,20.4,0,23.46,None
Stayed,63,One Year,40.6,28,0.0,DSL
Stayed,20,Month-to-Month,64.4,29,12.6,DSL
Stayed,4,Month-to-Month,82.85,73,19.84,Fiber Optic
Stayed,14,Month-to-Month,84.8,53,26.58,Fiber Optic
Stayed,55,Month-to-Month,81.55,4,22.34,Fiber Optic
Stayed,35,One Year,26.2,0,49.13,None
Stayed,27,One Year,55.45,21,20.29,DSL
Stayed,10,One Year,19.5,0,15.71,None
Stayed,63,Two Year,89.4,29,44.55,DSL
Stayed,67,Two Year,70.9,15,28.06,DSL
Joined,1,Month-to-Month,20.45,0,42.17,None
Joined,1,Month-to-Month,50.15,2,39.87,DSL
Stayed,64,Two Year,74.35,42,18.03,Cable
Stayed,24,Month-to-Month,55.15,85,27.37,DSL
Stayed,12,Month-to-Month,85.05,20,44.6,Fiber Optic
Stayed,35,One Year,55.6,56,12.56,DSL
Stayed,8,Month-to-Month,75.0,18,20.67,Fiber Optic
Stayed,69,Two Year,61.4,19,39.07,DSL
Joined,1,Month-to-Month,19.65,0,13.85,None
Stayed,29,One Year,58.75,9,8.0,DSL
Stayed,22,Month-to-Month,80.0,41,45.1,Fiber Optic
Stayed,72,Two Year,115.8,6,43.12,Fiber Optic
Stayed,71,Two Year,90.1,71,22.33,Cable
Stayed,42,Month-to-Month,59.65,26,22.08,Cable
Stayed,20,Month-to-Month,78.8,24,45.39,Fiber Optic
Stayed,30,Month-to-Month,66.3,17,16.48,DSL
Stayed,69,Two Year,82.45,22,25.73,DSL
Stayed,66,Two Year,59.75,16,8.39,DSL
Stayed,10,Month-to-Month,45.8,22,15.45,Cable
Joined,1,Month-to-Month,50.75,20,45.77,DSL
Stayed,18,Month-to-Month,101.3,20,7.56,Fiber Optic
Stayed,45,One Year,62.55,8,8.4,DSL
Stayed,32,One Year,90.8,69,36.65,Fiber Optic
Stayed,35,Month-to-Month,106.9,56,26.09,Fiber Optic
Stayed,6,Month-to-Month,54.85,48,30.17,DSL
Joined,1,Month-to-Month,24.4,29,0.0,DSL
Stayed,63,One Year,96.0,51,20.51,Fiber Optic
Stayed,13,Month-to-Month,100.75,41,44.43,Fiber Optic
Joined,2,Month-to-Month,20.05,0,6.85,None
Churned,16,Month-to-Month,86.6,22,19.18,Fiber Optic
Churned,2,Month-to-Month,54.4,73,44.31,DSL
Churned,68,One Year,75.8,18,29.18,DSL
Churned,1,Month-to-Month,90.85,24,8.56,Fiber Optic
Churned,1,Month-to-Month,34.7,8,0.0,DSL
Churned,3,Month-to-Month,19.6,0,13.28,None
Churned,2,Month-to-Month,70.0,10,37.76,Fiber Optic
Churned,9,Month-to-Month,71.0,9,24.52,Fiber Optic
Churned,71,Two Year,106.0,12,47.34,Fiber Optic
Churned,69,Two Year,106.5,11,26.88,Fiber Optic
Churned,11,Month-to-Month,104.05,27,17.25,Fiber Optic
Churned,1,Month-to-Month,70.55,13,18.2,Fiber Optic
Churned,25,Month-to-Month,89.7,6,36.36,Fiber Optic
Churned,47,Month-to-Month,70.55,26,26.95,Fiber Optic
Churned,38,One Year,70.15,30,5.75,Cable
Churned,36,Month-to-Month,96.5,3,16.61,Fiber Optic
Churned,1,Month-to-Month,69.65,5,31.13,Fiber Optic
Churned,61,Month-to-Month,19.4,0,46.27,None
Churned,7,Month-to-Month,19.25,0,9.14,None
Churned,65,Month-to-Month,91.85,73,36.75,Fiber Optic
Churned,13,Month-to-Month,23.9,53,0.0,DSL
Churned,1,Month-to-Month,20.9,0,15.73,None
Churned,2,Month-to-Month,19.5,0,28.02,None
Churned,38,One Year,70.45,17,33.71,Fiber Optic
Churned,1,Month-to-Month,80.05,7,39.79,Fiber Optic
Churned,1,Month-to-Month,44.4,52,7.14,DSL
Churned,2,Month-to-Month,95.65,27,16.76,Fiber Optic
Churned,1,Month-to-Month,69.2,19,23.72,Fiber Optic
Churned,7,Month-to-Month,95.6,11,21.91,Cable
Churned,55,One Year,100.0,7,37.38,Fiber Optic
Churned,30,Month-to-Month,50.4,29,4.65,DSL
Churned,1,Month-to-Month,69.1,12,16.19,Fiber Optic
Churned,6,Month-to-Month,98.25,29,47.35,Fiber Optic
Churned,27,Month-to-Month,81.45,5,42.91,Fiber Optic
Churned,2,Month-to-Month,104.4,53,11.51,Fiber Optic
Churned,59,Two Year,19.35,0,26.63,None
Churned,3,Month-to-Month,75.25,25,17.87,Fiber Optic
Churned,1,Month-to-Month,54.75,12,13.01,DSL
Churned,3,Month-to-Month,19.75,0,24.63,None
Churned,72,Two Year,103.4,23,3.07,Fiber Optic
Churned,46,Two Year,54.35,17,45.2,DSL
Churned,29,Month-to-Month,80.15,47,26.03,Fiber Optic
Churned,1,Month-to-Month,76.2,14,35.15,Fiber Optic
Churned,1,Month-to-Month,50.5,28,39.58,DSL
Churned,38,One Year,62.3,14,46.21,Cable
Churned,37,Month-to-Month,101.9,59,24.04,Fiber Optic
Churned,18,Month-to-Month,78.55,18,4.98,Fiber Optic
Churned,1,Month-to-Month,49.25,19,8.38,DSL
Churned,28,Month-to-Month,104.8,47,4.89,Fiber Optic
Churned,1,Month-to-Month,69.9,28,45.66,Fiber Optic
Churned,26,Month-to-Month,83.75,26,35.9,Cable
Churned,1,Month-to-Month,74.9,76,1.84,Fiber Optic
Churned,11,Month-to-Month,99.5,26,31.08,Fiber Optic
Churned,10,Month-to-Month,89.5,2,12.78,Fiber Optic
Churned,3,Month-to-Month,89.45,13,16.15,Fiber Optic
Churned,4,Month-to-Month,95.45,2,31.61,Fiber Optic
Churned,1,Month-to-Month,71.15,22,24.75,Fiber Optic
Churned,1,Month-to-Month,25.1,9,0.0,Cable
Churned,10,Month-to-Month,80.25,11,27.1,Fiber Optic
Churned,10,Month-to-Month,86.05,11,5.92,Fiber Optic
Churned,18,One Year,20.15,0,8.95,None
Churned,67,One Year,111.3,21,29.24,Fiber Optic
Churned,15,Month-to-Month,101.25,26,16.82,Fiber Optic
Churned,39,Two Year,80.45,27,24.45,Fiber Optic
Churned,1,Month-to-Month,70.6,23,27.12,Fiber Optic
Churned,1,Month-to-Month,81.1,24,22.86,Fiber Optic
Churned,49,Month-to-Month,84.5,20,39.6,Fiber Optic
Churned,5,Month-to-Month,100.5,29,28.2,Fiber Optic
Churned,2,Month-to-Month,85.55,25,5.49,Fiber Optic
Churned,1,Month-to-Month,73.65,19,39.88,Fiber Optic
Churned,8,Month-to-Month,99.65,26,12.15,Cable
Churned,4,Month-to-Month,80.6,2,14.3,Fiber Optic
Churned,1,Month-to-Month,20.15,0,21.59,None
Churned,1,Month-to-Month,90.75,52,23.06,Fiber Optic
Churned,2,Month-to-Month,40.4,8,0.0,DSL
Churned,3,Month-to-Month,97.9,7,30.18,Fiber Optic
Churned,17,Month-to-Month,100.45,16,28.18,Cable
Churned,24,Month-to-Month,101.25,30,28.98,Fiber Optic
Churned,3,Month-to-Month,105.0,18,35.43,Fiber Optic
Churned,50,Month-to-Month,88.05,4,37.12,Fiber Optic
Churned,2,Month-to-Month,80.75,6,5.11,Fiber Optic
Churned,1,Month-to-Month,54.35,52,25.39,DSL
Churned,16,Month-to-Month,89.05,18,11.96,Fiber Optic
Churned,1,Month-to-Month,78.8,30,28.04,Fiber Optic
Churned,45,One Year,20.4,0,25.4,None
Churned,5,Month-to-Month,85.2,46,34.49,Fiber Optic
Churned,21,Month-to-Month,111.2,59,36.26,Fiber Optic
Churned,8,One Year,19.75,0,46.13,None
Churned,1,Month-to-Month,85.8,59,34.47,Fiber Optic
Churned,12,Month-to-Month,78.1,18,42.55,Fiber Optic
Churned,19,Month-to-Month,73.85,14,1.79,Fiber Optic
Churned,1,Month-to-Month,45.15,69,30.92,DSL
Churned,23,Month-to-Month,74.95,13,28.8,Cable
Churned,1,Month-to-Month,68.5,11,30.62,Fiber Optic
Churned,13,One Year,75.3,82,41.22,Cable
Churned,21,Month-to-Month,97.35,10,9.06,Fiber Optic
Churned,12,Month-to-Month,44.55,16,5.16,DSL
Churned,32,Month-to-Month,93.2,6,33.74,Fiber Optic
Churned,12,Month-to-Month,98.1,27,30.63,Fiber Optic
Churned,2,Month-to-Month,95.1,20,12.96,Fiber Optic
Churned,1,Month-to-Month,20.85,0,22.86,None
Churned,6,Month-to-Month,95.75,6,47.9,Fiber Optic
Churned,1,Month-to-Month,70.0,18,19.15,Fiber Optic
Churned,3,Month-to-Month,45.35,59,36.48,DSL
Churned,2,Month-to-Month,82.0,14,41.18,Fiber Optic
Churned,3,Month-to-Month,74.4,24,23.82,Fiber Optic
Churned,5,Month-to-Month,80.0,42,43.99,Fiber Optic
Churned,37,Month-to-Month,78.95,29,37.49,Fiber Optic
Churned,12,Month-to-Month,89.75,6,14.38,Fiber Optic
Churned,1,Month-to-Month,75.35,21,32.82,Fiber Optic
Churned,49,One Year,100.45,19,26.37,Fiber Optic
Churned,1,Month-to-Month,80.2,69,1.23,Fiber Optic
Churned,2,Month-to-Month,49.25,51,0.0,DSL
Churned,4,Month-to-Month,50.7,30,9.81,DSL
Churned,1,Month-to-Month,20.9,0,15.51,None
Churned,10,Month-to-Month,94.85,21,43.26,Fiber Optic
Churned,9,Month-to-Month,80.8,7,20.34,Fiber Optic
Churned,52,Two Year,96.25,26,46.59,Fiber Optic
Churned,32,Month-to-Month,78.9,11,22.57,Fiber Optic
Churned,1,Month-to-Month,49.65,8,4.18,DSL
Churned,25,Month-to-Month,99.5,8,48.42,Fiber Optic
Churned,22,One Year,55.15,59,33.53,DSL
Churned,1,Month-to-Month,80.8,15,41.77,Fiber Optic
Churned,1,Month-to-Month,39.65,8,0.0,DSL
Churned,33,Month-to-Month,94.5,8,27.78,Fiber Optic
Churned,1,Month-to-Month,43.3,26,0.0,DSL
Churned,1,Month-to-Month,74.4,29,17.36,Fiber Optic
Churned,37,Month-to-Month,76.25,17,26.95,Fiber Optic
Churned,40,Month-to-Month,39.3,3,0.0,Cable
Churned,15,Month-to-Month,75.3,27,7.99,Fiber Optic
Churned,3,Month-to-Month,70.3,16,5.54,Fiber Optic
Churned,12,Month-to-Month,99.45,26,21.89,Fiber Optic
Churned,44,One Year,88.4,14,24.62,Cable
Churned,8,Month-to-Month,84.0,22,46.05,Fiber Optic
Churned,56,One Year,111.95,28,19.46,Fiber Optic
Churned,5,Month-to-Month,96.5,8,20.86,Fiber Optic
Churned,6,Month-to-Month,80.5,23,36.12,Fiber Optic
Churned,7,Month-to-Month,20.0,0,16.04,None
Churned,62,One Year,100.15,15,32.58,Fiber Optic
Churned,1,Month-to-Month,19.65,0,6.08,None
Churned,25,One Year,90.4,4,35.27,Fiber Optic
Churned,1,Month-to-Month,60.15,59,33.48,Cable
Churned,7,Month-to-Month,59.5,22,2.24,DSL
Churned,52,Month-to-Month,85.35,12,48.13,Fiber Optic
Churned,1,Month-to-Month,79.95,5,3.13,Fiber Optic
Churned,1,Month-to-Month,75.3,18,39.44,Fiber Optic
Churned,28,One Year,90.1,13,18.31,Fiber Optic
Churned,17,Month-to-Month,92.55,13,17.71,Fiber Optic
Churned,51,Month-to-Month,80.0,16,5.62,Fiber Optic
Churned,34,Month-to-Month,87.45,4,40.78,Fiber Optic
Churned,3,Month-to-Month,43.3,41,48.84,DSL
Churned,2,Month-to-Month,24.4,52,0.0,DSL
Churned,7,Month-to-Month,94.25,69,12.05,Fiber Optic
Churned,21,Month-to-Month,74.05,26,5.07,Fiber Optic
Churned,1,Month-to-Month,19.75,0,29.33,None
Churned,4,Month-to-Month,90.05,11,12.24,Fiber Optic
Churned,1,Month-to-Month,70.1,30,46.17,Fiber Optic
Churned,69,One Year,104.05,24,2.52,Fiber Optic
Churned,8,Month-to-Month,20.15,0,11.35,None
Churned,2,Month-to-Month,79.75,16,8.32,Fiber Optic
Churned,54,One Year,103.95,82,43.47,Fiber Optic
Churned,1,Month-to-Month,19.3,0,49.2,None
Churned,4,Month-to-Month,88.45,15,49.14,Fiber Optic
Churned,1,Month-to-Month,79.6,22,19.32,Fiber Optic
Churned,42,Month-to-Month,84.3,22,10.73,Fiber Optic
Churned,71,Two Year,93.7,17,40.52,Fiber Optic
Churned,20,Month-to-Month,98.55,13,44.44,Fiber Optic
Churned,1,Month-to-Month,79.1,16,42.3,Fiber Optic
Churned,1,Month-to-Month,75.35,18,28.49,Fiber Optic
Churned,50,Month-to-Month,95.05,4,31.56,Fiber Optic
Churned,35,Month-to-Month,101.4,25,39.69,Fiber Optic
Churned,8,Month-to-Month,75.75,6,13.8,Fiber Optic
Churned,1,Month-to-Month,19.9,0,36.63,None
Churned,3,Month-to-Month,75.1,10,26.52,Fiber Optic
Churned,9,Month-to-Month,75.75,25,31.75,Fiber Optic
Churned,2,Month-to-Month,79.0,21,48.66,Fiber Optic
Churned,1,Month-to-Month,19.75,0,11.91,None
Churned,1,Month-to-Month,71.35,51,35.28,Fiber Optic
Churned,1,Month-to-Month,20.4,0,22.12,None
Churned,56,One Year,24.9,0,2.58,None
Churned,56,One Year,104.75,4,34.58,Fiber Optic
Churned,66,One Year,110.9,25,9.9,Fiber Optic
Churned,1,Month-to-Month,86.6,18,5.43,Fiber Optic
Churned,32,Month-to-Month,96.2,26,25.21,Fiber Optic
Churned,9,Month-to-Month,79.35,59,31.67,Cable
Churned,1,Month-to-Month,75.7,21,9.05,Fiber Optic
Churned,5,Month-to-Month,83.6,23,7.0,Fiber Optic
Churned,50,Month-to-Month,71.05,24,4.6,Cable
Churned,66,Two Year,80.55,3,21.7,Cable
Churned,2,Month-to-Month,79.6,30,31.91,Cable
Churned,10,Month-to-Month,84.6,30,16.85,Fiber Optic
Churned,34,Month-to-Month,73.95,14,1.55,Fiber Optic
Churned,1,Month-to-Month,74.6,47,22.16,Fiber Optic
Churned,12,One Year,19.8,0,37.65,None
Churned,53,One Year,106.1,11,30.09,Fiber Optic
Churned,51,One Year,94.8,58,44.77,Fiber Optic
Churned,10,Month-to-Month,70.3,23,31.72,Fiber Optic
Churned,2,One Year,19.3,0,15.79,None
Churned,3,Month-to-Month,74.25,27,35.54,Fiber Optic
Churned,25,Two Year,24.75,0,19.75,None
Churned,20,Month-to-Month,24.45,10,0.0,DSL
Churned,39,Month-to-Month,50.75,4,0.0,DSL
Churned,17,Month-to-Month,85.45,26,47.76,Fiber Optic
Churned,12,One Year,74.05,22,42.58,DSL
Churned,30,Month-to-Month,94.1,24,7.01,Fiber Optic
Churned,9,Month-to-Month,84.45,21,12.91,Fiber Optic
Churned,29,Month-to-Month,95.9,21,35.38,Fiber Optic
Churned,1,Month-to-Month,76.45,13,3.84,Fiber Optic
Churned,1,Month-to-Month,45.7,13,5.55,DSL
Churned,4,Month-to-Month,85.95,30,4.14,Fiber Optic
Churned,2,Month-to-Month,86.2,27,24.05,Fiber Optic
Churned,24,Month-to-Month,89.85,58,27.97,Fiber Optic
Churned,9,Month-to-Month,85.35,5,14.21,Fiber Optic
Churned,54,One Year,70.15,12,42.1,DSL
Churned,1,Month-to-Month,20.1,0,40.83,None
Churned,4,Month-to-Month,84.05,69,41.72,Fiber Optic
Churned,8,Month-to-Month,95.65,12,29.66,Fiber Optic
Churned,14,Month-to-Month,90.45,24,11.31,Fiber Optic
Churned,39,Month-to-Month,105.65,26,33.25,Fiber Optic
Churned,15,Month-to-Month,75.65,19,46.38,Fiber Optic
Churned,7,Month-to-Month,74.4,17,8.92,Fiber Optic
Churned,31,Month-to-Month,99.95,4,39.36,Fiber Optic
Churned,5,Month-to-Month,83.15,25,41.83,Fiber Optic
Churned,27,Month-to-Month,88.3,11,16.94,Fiber Optic
Churned,1,Month-to-Month,36.45,26,0.0,Cable
Churned,9,Month-to-Month,94.4,29,27.21,Fiber Optic
Churned,15,Month-to-Month,85.9,13,24.63,Fiber Optic
Churned,53,One Year,94.25,9,15.77,Fiber Optic
Churned,18,Month-to-Month,88.35,23,12.67,Fiber Optic
Churned,63,One Year,107.5,21,1.93,Fiber Optic
Churned,56,Month-to-Month,94.45,51,25.41,Fiber Optic
Churned,1,Month-to-Month,19.8,0,9.66,None
Churned,39,Month-to-Month,75.25,5,36.17,Fiber Optic
Churned,1,Month-to-Month,69.8,13,11.08,Fiber Optic
Churned,1,Month-to-Month,70.15,6,2.24,Fiber Optic
Stayed,65,One Year,94.4,25,38.32,Fiber Optic
Stayed,13,One Year,54.8,20,10.51,DSL
Stayed,23,One Year,20.05,0,17.82,None
Stayed,20,One Year,54.0,21,22.31,DSL
Stayed,4,One Year,80.25,4,8.75,Fiber Optic
Stayed,8,Two Year,69.7,5,41.85,Fiber Optic
Stayed,50,Two Year,20.15,0,26.95,None
Stayed,55,Month-to-Month,85.5,52,41.89,Fiber Optic
Stayed,35,Two Year,19.6,0,20.85,None
Joined,3,Month-to-Month,64.4,7,38.05,DSL
Stayed,21,One Year,104.55,27,36.31,Fiber Optic
Stayed,71,Two Year,19.8,0,23.34,None
Stayed,53,One Year,93.45,82,38.35,Fiber Optic
Stayed,59,Two Year,18.4,0,26.99,None
Stayed,72,Two Year,116.45,51,48.52,Fiber Optic
Stayed,66,One Year,54.8,30,11.56,DSL
Stayed,49,Two Year,20.45,0,31.7,None
Stayed,24,One Year,20.45,0,5.98,None
Stayed,37,One Year,19.85,0,15.51,None
Stayed,71,One Year,105.7,28,29.11,Fiber Optic
Stayed,68,One Year,79.6,21,18.53,Fiber Optic
Stayed,9,One Year,20.1,0,27.34,None
Stayed,66,Month-to-Month,105.2,30,42.23,Fiber Optic
Stayed,71,Two Year,19.6,0,37.83,None
Stayed,56,Month-to-Month,85.6,51,42.81,Fiber Optic
